,doc_id,text,triplets,rel_count,len,new_len,in_len,relations,rel_len
473,693,"Turkey and U.N. Push to Revive Grain Deal Turkey and U.N. Helped Broker. The top E.U. diplomat urged Russia to reverse Russia's decision to suspend participation in the deal that allows for the export of grain from Ukrainian ports, saying the deal that allows for the export of grain from Ukrainian ports risks worsening a global food crisis.",<triplet> Turkey <subj> Grain Deal <obj> Consult <triplet> U.N. <subj> Grain Deal <obj> Consult <triplet> Turkey <subj> Grain Deal <obj> Engage In Diplomatic Cooperation <triplet> U.N. <subj> Grain Deal <obj> Engage In Diplomatic Cooperation <triplet> The top E.U. diplomat <subj> Russia <obj> Appeal <triplet> Russia's decision <subj> Ukrainian ports <obj> Reduce Relations,6,6,6,342,"['Consult', 'Consult', 'Engage In Diplomatic Cooperation', 'Engage In Diplomatic Cooperation', 'Appeal', 'Reduce Relations']",6
474,695,"For Many Disabled People, a Battle to Stay in Australia or New Zealand. Australia or New Zealand are outliers in routinely rejecting potential migrants on the basis of medical needs, leaving families with one ill member to struggle in a legal limbo.",<triplet> Australia <subj> potential migrants <obj> Reject <triplet> New Zealand <subj> potential migrants <obj> Reject,2,2,2,249,"['Reject', 'Reject']",2
475,696,‘Indescribable’: Somalis Recount Horror of Blasts That Killed at Least 100. Blasts That Killed at Least 100 were the deadliest terrorist attack in the country in five years and underscored the growing threat posed by the terrorist group Al Shabab.,<triplet> the terrorist group Al Shabab <subj> at Least 100 <obj> Fight,1,1,1,247,['Fight'],1
476,697,"Palestinian Voters Debate Staying Home for Israeli Election. As Israel prepares to go to the polls again, some of the voters who helped propel an Arab party into the governing coalition for the first time are worried about a lack of results.",<triplet> some of the voters <subj> Arab party <obj> Engage In Diplomatic Cooperation <triplet> Palestinian Voters <subj> Israeli Election <obj> Make Public Statement,2,2,2,241,"['Engage In Diplomatic Cooperation', 'Make Public Statement']",2
477,699,"U.S. Releases Guantánamo’s Oldest Prisoner. Saifullah Paracha, 75, was accused of being a Qaeda sympathizer and was held for two decades. But Guantánamo’s Oldest Prisoner was never charged with a crime.",<triplet> U.S. <subj> Guantánamo’s Oldest Prisoner <obj> Yield,1,1,1,202,['Yield'],1
478,700,"Did Germany Learn From Germany's Russia Trouble? The Test May Come in China.. On the eve of Chancellor Olaf Scholz’s first trip to Beijing, concerns are growing that economic dependence on China is leaving Chancellor Olaf Scholz’s's country vulnerable — again.",<triplet> Germany <subj> Russia <obj> Reduce Relations <triplet> Chancellor Olaf Scholz <subj> Beijing <obj> Consult,2,2,2,260,"['Reduce Relations', 'Consult']",2
479,702,Will One Tuscan Port Stall Italy’s Drive for Energy Independence?. The residents of tiny Piombino understand the need to replace Russian gas imports. The residents of tiny Piombino just want a huge regasification vessel anchored somewhere else.,<triplet> The residents of tiny Piombino <subj> Russian gas imports <obj> Reduce Relations,1,1,1,244,['Reduce Relations'],1
480,710,"Brazil Ejects Bolsonaro and Brings Back Former Leftist Leader Lula. Brazil voted out Brazil's far-right leader, Jair Bolsonaro, after a single term and replaced Bolsonaro with Former Leftist Leader Lula.","<triplet> Brazil <subj> Bolsonaro <obj> Reduce Relations <triplet> Brazil <subj> Former Leftist Leader Lula <obj> Engage In Diplomatic Cooperation <triplet> Brazil <subj> Former Leftist Leader Lula <obj> Engage In Diplomatic Cooperation <triplet> Brazil <subj> Brazil's far-right leader, Jair Bolsonaro <obj> Reduce Relations",4,4,3,203,"['Reduce Relations', 'Engage In Diplomatic Cooperation', 'Engage In Diplomatic Cooperation', 'Reduce Relations']",4
481,711,Will Bolsonaro Dispute the Results of Brazil’s Presidential Election?. Bolsonaro has spent years attacking Brazil’s's democratic institutions.,<triplet> Bolsonaro <subj> Brazil’s's democratic institutions <obj> Disapprove,1,1,1,142,['Disapprove'],1
482,712,Russia Is Urged to Rejoin Grain Deal as Hunger Warnings Mount. Russia dismissed accusations that Russia was using food as a weapon and said Ukraine was to blame for Russia's decision to suspend an agreement that allowed for grain shipments.,<triplet> Russia <subj> Ukraine <obj> Disapprove <triplet> Russia <subj> Russia <obj> Make Public Statement,2,2,2,240,"['Disapprove', 'Make Public Statement']",2
483,714,"In an evangelical church, attendees pray for a Bolsonaro victory.. ",<triplet> attendees <subj> Bolsonaro <obj> Engage In Diplomatic Cooperation,1,1,1,67,['Engage In Diplomatic Cooperation'],1
484,1465,"South Korea, US condemn North Korea's missile launches. ",<triplet> US <subj> North Korea <obj> Disapprove <triplet> South Korea <subj> North Korea <obj> Disapprove,2,2,2,56,"['Disapprove', 'Disapprove']",2
485,2873,"Women banned from Afghanistan's gyms by Taliban rulers.  Taliban rulers are banning women from using gyms in Afghanistan's, an official in Kabul said Thursday, Taliban rulers's latest edict cracking down on women's rights and freedoms since Taliban rulers took power more than a year ago.",<triplet> Taliban rulers <subj> women <obj> Coerce <triplet> an official in Kabul <subj> Taliban rulers <obj> Make Public Statement <triplet> an official in Kabul <subj> women <obj> Make Public Statement <triplet> Taliban rulers <subj> women's rights and freedoms <obj> Coerce <triplet> Taliban rulers <subj> Women <obj> Coerce <triplet> an official in Kabul <subj> Afghanistan <obj> Make Public Statement,6,6,6,288,"['Coerce', 'Make Public Statement', 'Make Public Statement', 'Coerce', 'Coerce', 'Make Public Statement']",6
486,5786,"Ex-'street general' Charles Blé Goudé returns to Ivory Coast. Ex-'street general' Charles Blé Goudé, flies back after being acquitted by the ICC.",<triplet> the ICC <subj> Ex-'street general' Charles Blé Goudé <obj> Yield,1,1,1,145,['Yield'],1
487,2969,"Biden doesn’t expect Ukraine conflict to resolve until Russian troops’ withdrawal. On Thursday, Joe Biden set off for a foreign tour during which Joe Biden will visit Egypt to attend the 27th Conference of the Parties to the UNFCCC",<triplet> Biden <subj> Ukraine conflict <obj> Make Public Statement <triplet> Biden <subj> Russian troops <obj> Make Public Statement <triplet> Joe Biden <subj> Egypt <obj> Consult <triplet> Joe Biden <subj> the 27th Conference of the Parties <obj> Consult,4,4,4,231,"['Make Public Statement', 'Make Public Statement', 'Consult', 'Consult']",4
488,2698,Credibility Questions Dog World Bank President at Climate Summit. Dog World Bank President at Climate Summit has faced continuing criticism from those who question Dog World Bank President at Climate Summit's commitment to climate action as well as World Bank track record.,<triplet> those who question Dog World Bank President <subj> Dog World Bank President <obj> Disapprove,1,1,1,273,['Disapprove'],1
489,5736,"Protests erupt after deadly China residential fire. People took to the streets in Urumqi, western China, demanding an end to Covid restrictions.",<triplet> People <subj> Covid restrictions <obj> Protest,1,1,1,144,['Protest'],1
490,3808,"Most G20 countries condemn military actions in Ukraine, but there are 'other views'. ""Recognizing that G20 is not the forum to resolve security issues, we acknowledge that security issues can have significant consequences for the global economy,"" the statement said",<triplet> Most G20 countries <subj> Ukraine <obj> Demand <triplet> the statement <subj> G20 <obj> Make Public Statement,2,2,2,265,"['Demand', 'Make Public Statement']",2
491,3103,Prosecutor calls for CFK Hotesur-Los Sauces acquittal to be overturned. Prosecutor Mario Villar requests that last year’s court decision that paved way for acquittal of defendants without bringing the case to trial be overturned. Leer más,<triplet> Prosecutor <subj> CFK Hotesur-Los Sauces acquittal <obj> Demand <triplet> last year’s court decision <subj> defendants <obj> Yield <triplet> Prosecutor Mario Villar <subj> last year’s court decision <obj> Demand,3,3,3,238,"['Demand', 'Yield', 'Demand']",3
492,1551,UN chief doubts peace talks on Ukraine can take place at G20 summit. The 17th summit of G20 is set to be held in Bali on November 15-16,<triplet> UN chief <subj> Ukraine <obj> Make Public Statement <triplet> UN chief <subj> G20 summit <obj> Make Public Statement,2,2,2,135,"['Make Public Statement', 'Make Public Statement']",2
493,1780,"David Icke: Conspiracy theorist banned from Netherlands. David Icke: Conspiracy theorist banned from Netherlands will be denied entry for two years, as officials say David Icke: Conspiracy theorist banned from Netherlands could threaten public order.",<triplet> officials <subj> Conspiracy theorist <obj> Make Public Statement <triplet> officials <subj> Netherlands <obj> Make Public Statement <triplet> Netherlands <subj> Conspiracy theorist <obj> Coerce <triplet> Netherlands <subj> Conspiracy theorist <obj> Coerce,4,4,3,250,"['Make Public Statement', 'Make Public Statement', 'Coerce', 'Coerce']",4
494,4026,"UK ex-envoy, Australian and Japanese prisoners leave Myanmar after junta amnesty. UK ex-envoy, an Australian economic adviser and a Japanese journalist left Myanmar Thursday as the junta released almost 6,000 prisoners, an AFP correspondent and diplomatic sources said.","<triplet> junta <subj> Japanese prisoners <obj> Yield <triplet> junta <subj> Australian <obj> Yield <triplet> junta <subj> UK ex-envoy <obj> Yield <triplet> the junta <subj> UK ex-envoy <obj> Yield <triplet> the junta <subj> an Australian economic adviser <obj> Yield <triplet> the junta <subj> a Japanese journalist <obj> Yield <triplet> the junta <subj> 6,000 prisoners <obj> Yield <triplet> an AFP correspondent <subj> the junta <obj> Make Public Statement <triplet> diplomatic sources <subj> the junta <obj> Make Public Statement <triplet> diplomatic sources <subj> 6,000 prisoners <obj> Make Public Statement <triplet> an AFP correspondent <subj> 6,000 prisoners <obj> Make Public Statement",11,11,11,269,"['Yield', 'Yield', 'Yield', 'Yield', 'Yield', 'Yield', 'Yield', 'Make Public Statement', 'Make Public Statement', 'Make Public Statement', 'Make Public Statement']",11
495,4485,"Russian-German Petersburg Dialogue forum to be disbanded – Der Spiegel. According to Der Spiegel, the decision to dissolve was made on November 18",<triplet> Russian <subj> German <obj> Reduce Relations <triplet> German <subj> Russian <obj> Reduce Relations,2,2,2,146,"['Reduce Relations', 'Reduce Relations']",2
496,2241,Chinese diplomat urges UK to end official contacts with Taiwan. Beijing opposes any contacts between officials of foreign countries and representatives of the Taiwan administration,<triplet> Chinese diplomat <subj> UK <obj> Appeal <triplet> UK <subj> Taiwan <obj> Engage In Diplomatic Cooperation <triplet> Beijing <subj> officials of foreign countries <obj> Disapprove <triplet> officials of foreign countries <subj> representatives of the Taiwan administration <obj> Engage In Diplomatic Cooperation,4,4,4,180,"['Appeal', 'Engage In Diplomatic Cooperation', 'Disapprove', 'Engage In Diplomatic Cooperation']",4
497,5512,"Ex-ISI head Lt Gen Asim Munir appointed new Pakistan army chief. Ex-ISI head Lt Gen Asim Munir will be Pakistan’s next army chief, PM Shehbaz Sharif announced Thursday and ended weeks of speculation about who succeeds Gen Qamar Javed Bajwa in a position considered the most powerful in Pakistan’s.",<triplet> PM Shehbaz Sharif <subj> Ex-ISI head Lt Gen Asim Munir <obj> Engage In Diplomatic Cooperation,1,1,1,297,['Engage In Diplomatic Cooperation'],1
498,2424,"Zelensky likely to participate in G20 summit by video link — presidential office. Earlier, the Ukrainian leader said that the Ukrainian leader would not come to G20 summit if Russian President Vladimir Putin was there",<triplet> Zelensky <subj> G20 summit <obj> Consult <triplet> the Ukrainian leader <subj> the Ukrainian leader <obj> Make Public Statement <triplet> the Ukrainian leader <subj> G20 summit <obj> Make Public Statement <triplet> the Ukrainian leader <subj> Russian President Vladimir Putin <obj> Make Public Statement <triplet> the Ukrainian leader <subj> Russian President Vladimir Putin <obj> Disapprove,5,5,5,217,"['Consult', 'Make Public Statement', 'Make Public Statement', 'Make Public Statement', 'Disapprove']",5
499,2026,New York fire: Moment woman rescued by firefighters with a rope. A woman is pulled from an apartment block in New York after a blaze left at least 38 people injured.,<triplet> firefighters <subj> woman <obj> Provide Aid,1,1,1,165,['Provide Aid'],1
500,2201,Pak's former foreign minister Qureshi to lead march until Imran recovers. ,<triplet> Pak's former foreign minister Qureshi <subj> march <obj> Consult,1,1,1,74,['Consult'],1
501,5816,This Country’s Top Judges Were All Foreigners. Now This Country’s Top Judges’re Gone.. The president’s suspension of five jurists in the Pacific nation of Kiribati highlights the outsize role noncitizen judges play in the region.,<triplet> The president <subj> five jurists <obj> Coerce,1,1,1,229,['Coerce'],1
502,6459,"Ukrainian army’s bombardments damage nuclear waste storage facilities at ZNPP. Dmitry Shevchenko stressed that the nuclear power plant was a solid engineering structure, designed to withstand major external impacts, both man-made and natural",<triplet> Ukrainian army’s bombardments <subj> nuclear waste storage <obj> Fight <triplet> Dmitry Shevchenko <subj> the nuclear power plant <obj> Make Public Statement,2,2,2,241,"['Fight', 'Make Public Statement']",2
503,796,"Putin looks to reassert role in talks with Armenia, Azerbaijan. talks with Armenia, Azerbaijan will be held amid the growing Western engagement in the volatile Caucasus region, where Russia -- distracted by its war in Ukraine -- is visibly losing influence after decades of domination.",<triplet> Western engagement <subj> the volatile Caucasus region <obj> Engage In Diplomatic Cooperation <triplet> the volatile Caucasus region <subj> Russia <obj> Reduce Relations <triplet> Putin <subj> Armenia <obj> Make Public Statement <triplet> Putin <subj> Azerbaijan <obj> Make Public Statement <triplet> Russia <subj> Ukraine <obj> Fight,5,5,5,285,"['Engage In Diplomatic Cooperation', 'Reduce Relations', 'Make Public Statement', 'Make Public Statement', 'Fight']",5
504,6381,"Jacinda Ardern and Sanna Marin dismiss claim Jacinda Ardern and Sanna Marin met due to 'similar age'. Jacinda Ardern and Sanna Marin were asked if Jacinda Ardern and Sanna Marin held talks in Auckland because Jacinda Ardern and Sanna Marin are ""similar in age"".",<triplet> Jacinda Ardern <subj> Auckland <obj> Consult <triplet> Sanna Marin <subj> Auckland <obj> Consult <triplet> Jacinda Ardern <subj> claim <obj> Make Public Statement <triplet> Sanna Marin <subj> claim <obj> Make Public Statement,4,4,4,261,"['Consult', 'Consult', 'Make Public Statement', 'Make Public Statement']",4
505,5611,"Pakistan Taliban racketeering hits borderlands. After the Taliban takeover in neighbouring Afghanistan, TTP racketeering has infested Pakistan's borderlands, locals say, with TTP emboldened by TTP's sister movement's success.",<triplet> Pakistan Taliban <subj> borderlands <obj> Coerce <triplet> the Taliban <subj> Afghanistan <obj> Fight <triplet> TTP <subj> Pakistan's borderlands <obj> Coerce <triplet> locals <subj> the Taliban <obj> Make Public Statement <triplet> locals <subj> TTP <obj> Make Public Statement <triplet> locals <subj> Pakistan's borderlands <obj> Make Public Statement,6,6,6,225,"['Coerce', 'Fight', 'Coerce', 'Make Public Statement', 'Make Public Statement', 'Make Public Statement']",6
506,3156,Ukraine celebrates as Russia withdraws from Kherson. Scenes of celebration in Ukraine as Russian troops officially withdraw from Kherson.,<triplet> Russia <subj> Ukraine <obj> Yield <triplet> Russian troops <subj> Ukraine <obj> Yield,2,2,2,137,"['Yield', 'Yield']",2
507,2071,Standoff as Italy stops male migrants from disembarking rescue ship. Italy allows only vulnerable people to leave a migrant ship stuck for two weeks.,<triplet> Italy <subj> male migrants <obj> Reject <triplet> Italy <subj> vulnerable people <obj> Provide Aid,2,2,2,149,"['Reject', 'Provide Aid']",2
508,2207,"Azhar Sheikh: Meeting with Pope Francis falls within efforts entrench peace values. Grand Imam of Azhar Sheikh Ahmed Tayyeb, the head of the Muslim Council of Elders, voiced appreciation to Pope Francis, for Pope Francis's efforts to promote the values of peace and coexistence. Grand Imam of Azhar Sheikh Ahmed Tayyeb, the head of the Muslim Council of Elders noted that their meetings falls within the framework of efforts to entrench the values of peace, coexistence and …
The post Azhar Sheikh: Meeting with Pope Francis falls within efforts entrench peace values appeared first on Egypt Independent.",<triplet> Grand Imam of Azhar Sheikh Ahmed Tayyeb <subj> Pope Francis <obj> Engage In Diplomatic Cooperation,1,1,1,604,['Engage In Diplomatic Cooperation'],1
509,5805,World Cup 2022: Fifa opens disciplinary proceedings against Serbia over controversial Kosovo flag. Fifa opens disciplinary proceedings against Serbia after Serbia hung a controversial flag depicting Kosovo in Serbia's dressing room.,<triplet> Fifa <subj> Serbia <obj> Investigate <triplet> Fifa <subj> Serbia <obj> Investigate <triplet> Serbia <subj> Kosovo flag <obj> Make Public Statement <triplet> Serbia <subj> controversial flag depicting Kosovo <obj> Make Public Statement,4,4,3,232,"['Investigate', 'Investigate', 'Make Public Statement', 'Make Public Statement']",4
510,5234,"BBC Could Have Been More Critical of Russia During 2018 World Cup, BBC's Commentator Says. Its Commentator, said BBC made a “mistake” that BBC would learn from in Qatar.",<triplet> BBC's Commentator <subj> BBC <obj> Make Public Statement <triplet> BBC's Commentator <subj> Russia <obj> Make Public Statement <triplet> Its Commentator <subj> BBC <obj> Make Public Statement <triplet> Its Commentator <subj> Qatar <obj> Make Public Statement,4,4,4,169,"['Make Public Statement', 'Make Public Statement', 'Make Public Statement', 'Make Public Statement']",4
511,1720,German Chancellor Scholz asks China for economic ties 'as equals'. German Chancellor Scholz said Friday on German Chancellor Scholz's first visit to China as chancellor that German Chancellor Scholz sought a deeper economic relationship with China but expected equal treatment.,<triplet> German Chancellor Scholz <subj> China <obj> Appeal <triplet> German Chancellor Scholz <subj> China <obj> Make Public Statement <triplet> German Chancellor Scholz <subj> German Chancellor Scholz <obj> Make Public Statement <triplet> German Chancellor Scholz <subj> China <obj> Consult <triplet> German Chancellor Scholz <subj> China <obj> Express Intent to Cooperate,5,5,5,277,"['Appeal', 'Make Public Statement', 'Make Public Statement', 'Consult', 'Express Intent to Cooperate']",5
512,3628,"Ukraine: Zelensky snubs Russia as Zelensky addresses 'G19' at G20. Ukraine: Zelensky's president called on world leaders to end the war, and extend a crucial grain deal.",<triplet> Zelensky <subj> Russia <obj> Make Public Statement <triplet> Zelensky <subj> G20 <obj> Make Public Statement <triplet> Zelensky's president <subj> world leaders <obj> Demand,3,3,3,169,"['Make Public Statement', 'Make Public Statement', 'Demand']",3
513,1822,Ukraine war: Putin allows former prisoners to be conscripted. Russian murderers and drug dealers who have served Russian murderers and drug dealers who have served their time's time face being sent to serve in Ukraine.,<triplet> Putin <subj> former prisoners <obj> Make Public Statement <triplet> Russian murderers <subj> Ukraine <obj> Fight <triplet> drug dealers <subj> Ukraine <obj> Fight,3,3,3,218,"['Make Public Statement', 'Fight', 'Fight']",3
514,6410,U.S. Senate passes same-sex marriage bill with bipartisan support. same-sex marriage bill passed with 12 Republicans joining all Democrats present in support.,<triplet> U.S. Senate <subj> same-sex marriage bill <obj> Yield <triplet> 12 Republicans <subj> same-sex marriage bill <obj> Engage In Diplomatic Cooperation <triplet> all Democrats <subj> same-sex marriage bill <obj> Engage In Diplomatic Cooperation,3,3,3,158,"['Yield', 'Engage In Diplomatic Cooperation', 'Engage In Diplomatic Cooperation']",3
515,4153,"Ukrainian law enforcement shoots 39 pro-Russian activists in Kherson — emergency worker. According to emergency worker, Kiev’s security forces are also searching and vandalizing the homes of the Kherson residents who were evacuated from Kherson, taking photos and sending photos to the Kherson residents who were evacuated from the city to intimidate the Kherson residents who were evacuated from the city",<triplet> Ukrainian law enforcement <subj> pro-Russian activists <obj> Fight <triplet> emergency worker <subj> Kiev’s security forces <obj> Make Public Statement <triplet> Kiev’s security forces <subj> homes of the Kherson residents <obj> Coerce <triplet> Kiev’s security forces <subj> the Kherson residents <obj> Make Public Statement <triplet> emergency worker <subj> homes of the Kherson residents <obj> Make Public Statement <triplet> emergency worker <subj> the Kherson residents <obj> Make Public Statement,6,6,6,405,"['Fight', 'Make Public Statement', 'Coerce', 'Make Public Statement', 'Make Public Statement', 'Make Public Statement']",6
516,1539,"Investigation: How Iran’s security forces are shooting to kill with ‘non-combat’ shotgun shells. “If you shoot at close range, you can kill.” In a rare interview, a member of Iran’s's Basij paramilitary force told the FRANCE 24 Observers team that members of a member of Iran’s Basij paramilitary force's unit were firing shotguns at protesters’ chests and heads, aiming to kill protesters’. While shotguns firing special ammunition can be considered “less-lethal” weapons – less deadly than military rifles like Kalashnikovs – shotguns firing special ammunition should never be used for crowd control at close range, experts say.",<triplet> a member of Iran’s's Basij paramilitary force <subj> members of a member of Iran’s Basij paramilitary force's unit <obj> Make Public Statement <triplet> members of a member of Iran’s Basij paramilitary force's unit <subj> protesters <obj> Fight,2,2,2,630,"['Make Public Statement', 'Fight']",2
517,6491,"Mo Salah advertises for suit produced by Adidas and Gucci. Mo Salah grabbed the attention of social media users after Mo Salah appeared in a suit made by Gucci and Adidas in an elegant photo session for a magazine.   suit produced by Adidas and Gucci bore the logos of the two international brands, Gucci and Adidas.   The look was very attractive and …
The post Mo Salah advertises for suit produced by Adidas and Gucci appeared first on Egypt Independent.",<triplet> Mo Salah <subj> Adidas <obj> Engage In Diplomatic Cooperation <triplet> Mo Salah <subj> Gucci <obj> Engage In Diplomatic Cooperation <triplet> Adidas <subj> Gucci <obj> Engage In Material Cooperation <triplet> Gucci <subj> Adidas <obj> Engage In Material Cooperation <triplet> social media users <subj> Mo Salah <obj> Make Public Statement,5,5,5,457,"['Engage In Diplomatic Cooperation', 'Engage In Diplomatic Cooperation', 'Engage In Material Cooperation', 'Engage In Material Cooperation', 'Make Public Statement']",5
518,5783,Cruise passenger rescued after 15 hours in the sea. Rescuers say it was a miracle he was saved after disappearing from a ship in the Gulf of Mexico.,<triplet> Rescuers <subj> Cruise passenger <obj> Provide Aid <triplet> Rescuers <subj> he <obj> Make Public Statement,2,2,2,148,"['Provide Aid', 'Make Public Statement']",2
519,2165,"New election laws in some Republican states weaken voting rights. Over the past two years, Republican states in the US have passed New election laws in some Republican states under the guise of fighting voter fraud. New election laws in some Republican states, experts warn, are opening avenues for voter intimidation and poll interference, making the midterm elections on November 8 a test of the US election system and of American democracy.",<triplet> New election laws <subj> voting rights <obj> Coerce <triplet> Republican states in the US <subj> New election laws <obj> Engage In Diplomatic Cooperation <triplet> Republican states <subj> voter fraud <obj> Disapprove <triplet> experts <subj> New election laws <obj> Make Public Statement,4,4,4,443,"['Coerce', 'Engage In Diplomatic Cooperation', 'Disapprove', 'Make Public Statement']",4
520,2046,"Bus bomb kills 1, wounds 10 others in southern Philippines. ",<triplet> Bus bomb <subj> 1 <obj> Assault <triplet> Bus bomb <subj> 10 others <obj> Assault,2,2,2,60,"['Assault', 'Assault']",2
521,2995,"'Watch me' run: Joe Biden confidence grows in Joe Biden's 2024 odds. Despite Joe Biden's new optimism, a majority of Americans -- 56 percent according to a YouGov/The Economist poll from early November and even more according to some exit polls -- do not want Joe Biden to run again.",<triplet> a majority of Americans <subj> Joe Biden <obj> Disapprove,1,1,1,283,['Disapprove'],1
522,2446,"Talks with Russia possible on Ukraine's terms, says Zelenskyy. Ukraine's's president has hinted at the possibility of peace talks with Russia, a shift from Zelenskyy's earlier refusal to negotiate with President Vladimir Putin that came on the eve of crucial elections in the United States. Zelenskyy urged the international community late Monday to “force Russia into real peace talks"" and listed Zelenskyy's usual conditions for dialogue: the return of all of Ukraine's's occupied lands, compensation for damage caused by the war and the prosecution of war crimes.",<triplet> Zelenskyy <subj> compensation for damage caused by the war <obj> Demand <triplet> Zelenskyy <subj> the return of all of Ukraine's's occupied lands <obj> Demand <triplet> Zelenskyy <subj> prosecution of war crimes <obj> Demand <triplet> Zelenskyy <subj> Russia <obj> Make Public Statement <triplet> Zelenskyy <subj> Ukraine <obj> Make Public Statement <triplet> Ukraine's's president <subj> Russia <obj> Make Public Statement <triplet> Zelenskyy <subj> President Vladimir Putin <obj> Reject <triplet> Zelenskyy <subj> the international community <obj> Appeal,8,8,8,566,"['Demand', 'Demand', 'Demand', 'Make Public Statement', 'Make Public Statement', 'Make Public Statement', 'Reject', 'Appeal']",8
523,3777,France denies Iran’s claims France has arrested French intelligence agents. France on Wednesday denied statements by Iran’s's interior ministry that France had arrested French intelligence officers amid protests in Iran’s and demanded the release of all of France's citizens held in Iran’s.,<triplet> France <subj> Iran’s claims <obj> Reject <triplet> Iran’s claims <subj> France <obj> Make Public Statement <triplet> Iran’s claims <subj> French intelligence agents <obj> Make Public Statement <triplet> France <subj> Iran’s's interior ministry <obj> Reject <triplet> Iran’s's interior ministry <subj> France <obj> Make Public Statement <triplet> Iran’s's interior ministry <subj> French intelligence officers <obj> Make Public Statement <triplet> protests <subj> Iran <obj> Protest <triplet> France <subj> Iran <obj> Demand,8,8,8,290,"['Reject', 'Make Public Statement', 'Make Public Statement', 'Reject', 'Make Public Statement', 'Make Public Statement', 'Protest', 'Demand']",8
524,4718,Iran captain ‘supports’ anti-government protests ahead of match against England. Iran captain said Iran captain's team sympathised with anti-government protests at home and Iran captain's team should be a voice for the oppressed at a press conference in Qatar a day ahead of Iran's first World Cup match against England.,<triplet> Iran captain <subj> anti-government protests <obj> Engage In Diplomatic Cooperation <triplet> Iran captain's team <subj> anti-government protests <obj> Engage In Diplomatic Cooperation <triplet> Iran captain <subj> Iran captain's team <obj> Make Public Statement <triplet> Iran captain <subj> anti-government protests <obj> Make Public Statement <triplet> Iran captain's team <subj> the oppressed <obj> Provide Aid,5,5,5,320,"['Engage In Diplomatic Cooperation', 'Engage In Diplomatic Cooperation', 'Make Public Statement', 'Make Public Statement', 'Provide Aid']",5
525,4273,"Traces of explosives found at Nord Stream pipelines, Sweden says. Investigators have found traces of explosives at the site of the damaged Nord Stream pipelines, confirming that sabotage had taken place, a Swedish prosecutor said on Friday. Swedish and Danish authorities are investigating four holes in Nord Stream pipelines.",<triplet> a Swedish prosecutor <subj> Nord Stream pipelines <obj> Make Public Statement <triplet> Sweden <subj> Nord Stream pipelines <obj> Make Public Statement <triplet> Investigators <subj> Nord Stream pipelines <obj> Investigate <triplet> Swedish <subj> Nord Stream pipelines <obj> Investigate <triplet> Danish authorities <subj> Nord Stream pipelines <obj> Investigate,5,5,5,326,"['Make Public Statement', 'Make Public Statement', 'Investigate', 'Investigate', 'Investigate']",5
526,6130,US: 5 officers charged after Black man paralysed in police van. ,<triplet> 5 officers <subj> Black man <obj> Coerce <triplet> US <subj> 5 officers <obj> Disapprove,2,2,2,64,"['Coerce', 'Disapprove']",2
527,6182,China Covid: Chinese protesters say police seeking Chinese protesters out. People who attended protests against Covid rules say the police want to know People who attended protests against Covid rules's whereabouts.,<triplet> Chinese protesters <subj> police <obj> Make Public Statement <triplet> People <subj> Covid rules <obj> Protest <triplet> People <subj> the police <obj> Make Public Statement <triplet> the police <subj> People <obj> Demand,4,4,4,215,"['Make Public Statement', 'Protest', 'Make Public Statement', 'Demand']",4
528,5682,Trudeau Defends Invoking Emergency Law During Trucker Protest. Trudeau strongly defended the decision at a public inquiry into the government’s use of an emergency law to shut down the blockade.,<triplet> Trudeau <subj> Emergency Law <obj> Engage In Diplomatic Cooperation <triplet> Trudeau <subj> emergency law <obj> Engage In Diplomatic Cooperation <triplet> emergency law <subj> the blockade <obj> Coerce,3,3,3,194,"['Engage In Diplomatic Cooperation', 'Engage In Diplomatic Cooperation', 'Coerce']",3
529,1988,"Romania has no territorial claims to Ukraine, Foreign Ministry says. Foreign Ministry called the ""idea that Romania has territorial claims to Ukraine"" false and reiterated the ""firm support to independence, sovereignty and territorial integrity of Ukraine"" within the context of the special military operation",<triplet> Foreign Ministry <subj> Romania <obj> Make Public Statement <triplet> Foreign Ministry <subj> Ukraine <obj> Make Public Statement <triplet> Foreign Ministry <subj> Romania <obj> Make Public Statement <triplet> Foreign Ministry <subj> Ukraine <obj> Make Public Statement,4,4,2,309,"['Make Public Statement', 'Make Public Statement', 'Make Public Statement', 'Make Public Statement']",4
530,2637,"After Near Wipeout in Election, Israeli Left Wonders: What Now?. Support for Israel’s left collapsed against Benjamin Netanyahu and Benjamin Netanyahu's far-right alliance in Election. To regain relevance, Israel’s left leaders say the left’s leaders need to change — but disagree on how.",<triplet> Israel’s left leaders <subj> the left’s leaders <obj> Make Public Statement <triplet> Support <subj> Israel’s left <obj> Reduce Relations <triplet> Benjamin Netanyahu <subj> Benjamin Netanyahu's far-right alliance <obj> Engage In Diplomatic Cooperation <triplet> Benjamin Netanyahu's far-right alliance <subj> Benjamin Netanyahu <obj> Engage In Diplomatic Cooperation,4,4,4,288,"['Make Public Statement', 'Reduce Relations', 'Engage In Diplomatic Cooperation', 'Engage In Diplomatic Cooperation']",4
531,1104,Russia has no decision on Nord Stream repairs — Kremlin. Dmitry Peskov stressed that the experts should give the experts's opinion first,<triplet> Dmitry Peskov <subj> the experts <obj> Make Public Statement <triplet> Russia <subj> Nord Stream repairs <obj> Make Public Statement,2,2,2,136,"['Make Public Statement', 'Make Public Statement']",2
