,text,label,entail_prob
196,"""As soon as US Department of State learned of US citizens Brittney Griner's transfer, US Department of State requested formally from Russia &lt;. . . &gt; more information about US citizens Brittney Griner's transfer,"" US Department of State Spokesperson Ned Price said.",<triplet> US Department <subj> US citizens Brittney Griner's transfer <obj> Consult,0.8384695649147034
197,"Russian President Vladimir Putin underscored that Russia’s does not plan to occupy Ukrainian territories, instead planning to demilitarize and denazify Ukraine.",<triplet> Russian President Vladimir Putin <subj> Ukrainian territories <obj> Make Public Statement,0.910993754863739
198,"Beyond Florida Governor Ron DeSantis and Donald Trump, other Republicans viewed as potential candidates include former Vice President Mike Pence, former Secretary of State Mike Pompeo, former South Carolina Governor Nikki Haley and Virginia Governor Glenn Youngkin.",<triplet> other Republicans <subj> former Vice President Mike Pence <obj> Yield,0.9514923691749573
199,"Chinese leader Xi Jinping will visit the Indonesian island of Bali from November 14 to 17 to take part in the G20 summit, whereas from November 17 to 19 Chinese leader Xi Jinping will pay a visit to Thailand where Chinese leader Xi Jinping will participate in the meeting of APEC leaders, a statement by Foreign Ministry Spokesperson Hua Chunying published on Friday said.",<triplet> Chinese leader Xi Jinping <subj> the Indonesian island <obj> Consult,0.557748019695282
200,"Just six weeks ago, President Putin had claimed to have annexed Kherson - the only Ukrainian regional capital Russia had managed to capture and occupy since invading Ukraine on 24 February, along with three other Ukrainian territories, insisting that Kherson region, along with three other Ukrainian territories would be part of Russia forever.",<triplet> Kherson <subj> the only Ukrainian regional capital <obj> Coerce,0.7384387254714966
201,"Speaking about cooperation with OTS, where Hungary has an observer status, Minister of Foreign Affairs and Foreign Economic Relations for Hungary, Peter Szijjarto said that cooperation with OTS, where Hungary has an observer status gives Minister of Foreign Affairs and Foreign Economic Relations for Hungary, Peter Szijjarto's country a great competitive advantage in the energy sector and will allow Hungary to ensure Hungary's energy security for years to come.",<triplet> Hungary <subj> Hungary's energy security <obj> Express Intend to Cooperate,0.6203769445419312
202,"WATCH | U. S.  midterms — Making sense of the 2022 results: Republicans blame Donald Trump?It for lack of ‘red wave’ in midterms15 days agoDuration 2:01With control of the U. S.  Congress still hanging in the balance days after Tuesday's midterm elections, many disappointed Republicans are putting the blame squarely on Donald Trump?It.",<triplet> Republicans <subj> Donald Trump?It <obj> Make Public Statement,0.6469924449920654
203,"""The UK is not keen on coordinating with the EU on foreign policy in general but on this issue, The UK and the EU have the same objective and are mutually reinforcing The UK and the EU's efforts,"" The Daily Telegraph cited a spokesman from the EU's foreign affairs service as saying.",<triplet> The UK <subj> the EU <obj> Make Public Statement,0.8231053948402405
204,"The Daily Telegraph noted that at the Bali summit of the Group of Twenty (G20) next week, The UK and the EU would urge Russia’s to de-escalate the Ukrainian conflict.",<triplet> The Daily Telegraph <subj> the Ukrainian conflict <obj> Make Public Statement <subj> the Bali summit <obj> Make Public Statement <subj> the EU <obj> Make Public Statement,
205,President Joe Biden suggested last week that President Joe Biden will look to Congress to impose tax penalties on oil companies if oil companies don't invest some of oil companies's record-breaking profits to lower costs for American consumers.,<triplet> President Joe Biden <subj> Congress <obj> Appeal,0.6951959133148193
206,"""Moscow must carry out this task, hoping that when Moscow gather Moscow's strength, when new weapons arrive, when well-trained mobilized units arrive, when volunteers arrive, Moscow will rally and take back this land,"" RIA news agency cited Ukrainian President Volodymyr Zelenskyy as saying.",<triplet> Moscow <subj> Moscow's strength <obj> Consult,0.909345269203186
207,Ukrainians gather in central Kyiv to celebrate the recapturing of the southern city of Kherson.,<triplet> Ukrainians <subj> central Kyiv <obj> Consult,0.8936406373977661
208,"""In fact, during Turkish President Recep Tayyip Erdogan's last meeting with Russian leader Vladimir Putin Turkish President Recep Tayyip Erdogan told Russian leader Vladimir Putin that, in Turkish President Recep Tayyip Erdogan's opinion, Russian leader Vladimir Putin should travel to Indonesia (for a G20 summit - TASS).",<triplet> Russian leader Vladimir Putin <subj> Turkish President Recep Tayyip Erdogan's opinion <obj> Consult,0.8055548667907715
209,"That’s why Cristina Fernández de Kirchner puts up with him [Massa] while Máximo Kirchner criticises [Economy Minister] Sergio Massa saying: “This goes against the workers, Argentina’s is the worst government which goes against the workers,” as Máximo Kirchner did the other day in Plaza de Mayo.",<triplet> Máximo Kirchner <subj> [Economy Minister] Sergio Massa <obj> Disapprove,0.9914963245391846
210,"Things got really hairy back in July when then Economy Minister Martín Guzmán decided to hit the eject button in bombastic fashion, essentially an affront to Vice-President Cristina Fernández de Kirchner, who had spent several months berating then Economy Minister Martín Guzmán for then Economy Minister Martín Guzmán's incapacity to create the economic conditions for electoral victory.",<triplet> then Economy Minister Martín Guzmán <subj> then Economy Minister Martín Guzmán's incapacity <obj> Disapprove,0.5694347023963928
211,"For a sneak peek, look to WashingtonStephanie Martel, a Queen's University international-relations professor and leading expert on ASEAN, says Canada's could instead play a role in building consensus on various issues.",<triplet> Canada <subj> a Queen's University international-relations professor <obj> Appeal,0.6106203198432922
212,"South Korean President Yoon Suk-yeol and Japan's Kishida also criticised North Korea's attempt to boost North Korea's's nuclear and missile capabilities, calling North Korea's attempt to boost its nuclear and missile capabilities a serious and unacceptable threat.",<triplet> South Korean President Yoon Suk-yeol <subj> North Korea's attempt <obj> Disapprove,0.9812887907028198
213,"Democrats have retained control of the US Senate, which will pave the way for US President Joe Biden to spend two more years filling the federal courts with US President Joe Biden's nominees and staffing US President Joe Biden's administration largely the way US President Joe Biden sees fit.",<triplet> US President Joe Biden's administration <subj> US President Joe Biden's nominees <obj> Yield,0.6357216835021973
214,"""Melinda Nadj Obonji want the story of migrant workers to be in Swiss history books, because thousands of families suffered,"" adds Egidio Stigliano, now in his 60s.",<triplet> Melinda Nadj Obonji <subj> Swiss history books <obj> Appeal,0.7853881120681763
215,Four previous UN resolutions have also criticised Moscow's's invasion.,<triplet> Four previous UN resolutions <subj> Moscow's's invasion <obj> Disapprove,0.9934325218200684
216,""" jailed British-Egyptian pro-democracy activist Alaa Abdel Fattah, who is on hunger strike promises to write a longer letter on the ""day of provisions"", and requests that jailed British-Egyptian pro-democracy activist Alaa Abdel Fattah, who is on hunger strike's mother bring jailed British-Egyptian pro-democracy activist Alaa Abdel Fattah, who is on hunger strike an MP3 player, vitamins and effervescent salts to Wadi al-Natroun prison, north-west of Cairo.  """,<triplet> jailed British-Egyptian pro-democracy activist Alaa Abdel Fattah <subj> jailed British-Egyptian pro-democracy activist <obj> Consult <subj> Wadi al-Natroun prison <obj> Consult,
217,""" Abdel Fattah, who obtained British citizenship last year through jailed British-Egyptian pro-democracy activist Alaa Abdel Fattah, who is on hunger strike's London-born mother, began a partial hunger strike seven months ago in a bid to pressure authorities to at least allow British diplomats to visit jailed British-Egyptian pro-democracy activist Alaa Abdel Fattah, who is on hunger strike.",<triplet> British diplomats <subj> jailed British-Egyptian pro-democracy activist Alaa Abdel Fattah <obj> Consult,0.947008490562439
218,"Moscow had - just over a month ago - proclaimed Kherson as Russia's administrative capital for the Kherson region, following the illegal annexation of four regions in September.",<triplet> Moscow <subj> Kherson <obj> Make Public Statement <subj> Russia's administrative capital <obj> Make Public Statement,
219,"5:03am: New Zealand to train more Ukrainian troops, extends intelligence supportNew Zealand said on Monday New Zealand would send a further 66 defence force personnel to the United Kingdom to help train Ukrainian soldiers as the February 24 invasion grinds on for a ninth month.",<triplet> New Zealand <subj> the United Kingdom <obj> Provide Aid,0.6173122525215149
220,"Iran's foreign ministry spokesman criticised Macron on Saturday after Macron met four Iranian women activists, calling Macron's stance ""shameful"" and a violation of France's responsibilities in the fight against terrorism. &gt;&gt;",<triplet> Iran's foreign ministry spokesman <subj> Macron <obj> Disapprove,0.8346271514892578
221,Russia's Lavrov will head Russia's delegation to the summit – the first such meeting since Moscow’s invaded Ukraine in February – after the Kremlin said president Vladimir Putin who decided not to attend was too busy to attend.,<triplet> Russia's Lavrov <subj> Russia's delegation <obj> Consult,0.6743744015693665
222,"Speaking during a press conference at the conclusion of a G20 summit, Russia's Lavrov scolded the United States over the United States's actions in the region, which both Russia and West see as a potential strategic geopolitical battleground in the coming decades.",<triplet> Russia's Lavrov <subj> the United States <obj> Disapprove <subj> the United States's actions <obj> Disapprove,
223,"Hungary stated from the outset that Hungary would not participate in an EU mission to train 15,000 Ukrainian soldiers, nor would Hungary provide any funding.",<triplet> Hungary <subj> an EU mission <obj> Make Public Statement,0.9605182409286499
224,"(Vyacheslav Prokofyev/Kremlin Pool Photo/The Associated Press)Turkey has also become an export and import conduit for Russian trade, as Russia's is cut off from Russia's's traditional suppliers in Europe.",<triplet> Russia's's traditional suppliers <subj> Russia <obj> Reduce Relations,0.7773689031600952
225,"According to U. S.  officials, Press)Saudi ArabiaOn steered OPEC+, the Organization of the Petroleum Exporting Countries, to cut production in October — leading to higher prices and an accelerating financial windfall for Press)Saudi ArabiaOn.",<triplet> ArabiaOn <subj> OPEC+ <obj> Engage In Material Cooperation,0.6502875685691833
226,"Saudi Crown Prince Mohammed bin Salman, right, greets U. S. Joe Biden with a fist bump in Jeddah, Press)Saudi ArabiaOn, in July.",<triplet> Saudi Crown Prince Mohammed bin Salman <subj> U. S. Joe Biden <obj> Engage In Diplomatic Cooperation <subj> Jeddah <obj> Engage In Diplomatic Cooperation,
227,"""</Text></Article><Article url=""https://www.cbc.ca/news/politics/afghan-migrant-refugee-canada-pakistan-1.6645091?cmp=rss"" paper=""cbc""><Text>Afghan refugee applicants and an aid group trying to bring Afghan refugee applicants to Canada are warning the federal government about a new deadline looming in Pakistan for undocumented migrants.",<triplet> Afghan refugee applicants <subj> Canada <obj> Consult,0.7316731810569763
228,"""The messaging by Pakistan that those Afghans that are in Pakistan illegally will be deported and potentially arrested is very troubling,"" said Brian Macdonald, executive director for Aman Lara, a non-profit organization of Canadian veterans and interpreters who have been working for more than a year to bring Afghan refugees to Canada.",<triplet> Afghan refugees <subj> Canada <obj> Consult,0.789789080619812
229,"Brian Macdonald, the executive director of Aman Lara, says Aman Lara has helped bring more than 3,000 Afghan refugees to safety in Canada since Kabul fell to the Taliban.","<triplet> Brian Macdonald <subj> more than 3,000 Afghan refugees <obj> Consult",0.9687402844429016
230,Chile: Nicolás EyzaguirreEyzaguirre served as Chile's finance minister from 2000 to 2006 under president Ricardo Lagos and in the Cabinet of Michelle Bachelet as education minister before returning to the Finance Ministry.,<triplet> Nicolás EyzaguirreEyzaguirre <subj> Chile's finance minister <obj> Engage In Material Cooperation,0.7449615001678467
231,"Canberra had criticised China's for China's's apparent lack of transparency about the origins of the pandemic, leading China's to freeze ministerial contact and impose trade embargos on several Australian goods.",<triplet> Canberra <subj> China's's apparent lack <obj> Disapprove,0.9131745100021362
232,"Mahsa Amini was sentenced in a Iran court to death for the crime of ""setting fire to a government building, disturbing public order, assembly and conspiracy to commit a crime against national security, and an enemy of God and corruption on earth"", one of the most serious offences under Iranian law, the judiciary's Mizan Online website reported.",<triplet> a Iran court <subj> Mahsa Amini <obj> Coerce,0.6598287224769592
233,"One the US Senate race remains undecided -- a run-off in Georgia set for December 6, in which Democrats could add to Democrats's majority.",<triplet> Democrats <subj> Democrats's majority <obj> Engage In Material Cooperation,0.8739681839942932
234,"- Republicans' 'tiny trickle' - On Sunday House Speaker Nancy Pelosi toasted House Speaker Nancy Pelosi's Democrats for Democrats's strong performance, noting on CNN how the Republican ""red wave"" that had been predicted by pundits and the GOP collapsed into ""a little tiny trickle. """,<triplet> House Speaker Nancy Pelosi <subj> House Speaker Nancy Pelosi's Democrats <obj> Engage In Diplomatic Cooperation <subj> Democrats's strong performance <obj> Engage In Diplomatic Cooperation,
235,"Wings Over Dallas bills Wings Over Dallas as ""America's Premier War-II Airshow,"" according to a website advertising Wings Over Dallas.",<triplet> Wings <subj> Wings <obj> Coerce <subj> America's Premier War-II Airshow <obj> Coerce,
236,"""God will punish Russian forces.",<triplet> God <subj> Russian forces <obj> Threaten,0.9664897322654724
237,the UK strikes revised deal with France on Channel migrantsWhy are there problems at Manston migrant centre Sources close to the negotiations also tell me that France has also France's refusal of this request to allow British officers to come out on patrol with French unit as observers.,<triplet> British officers <subj> French unit <obj> Express Intend to Cooperate,0.7204968929290771
238,"US President Joe Biden also underscored that the United States and China’s should maintain ""open lines of communication. """,<triplet> US President Joe Biden <subj> China <obj> Make Public Statement,0.7922878861427307
239,"In the highlight of President Alberto Fernández's first full day’s activity, President Alberto Fernández also has the Global Infrastructure and Investment Partnership Event on President Alberto Fernández's agenda, an activity organised by US President Joe Biden and which President Alberto Fernández will attend as the only Latin American guest.",<triplet> President Alberto Fernández <subj> the only Latin American guest <obj> Consult,0.9407950043678284
240,Xi Jinping noted in Xi Jinping's speech at the Communist Party congress that China doesn’t want controversy in the world.,<triplet> Xi Jinping <subj> Xi Jinping's speech <obj> Make Public Statement,0.9282332062721252
241,"Palestinian-American Al Jazeera journalist Shireen Abu Akleh's supporters accuse Israel of intentionally the fatal shooting earlier this year of Palestinian-American Al Jazeera journalist Shireen Abu Akleh Palestinian-American Al Jazeera journalist Shireen Abu Akleh, and have urged Washington to open a full investigation.",<triplet> Palestinian-American Al Jazeera journalist Shireen Abu Akleh's supporters <subj> Israel <obj> Disapprove,0.7070183157920837
242,"""And Caroline O'Connor want people to see people when people see Caroline O'Connor and know that it is a possibility. """,<triplet> Caroline O'Connor <subj> Caroline O'Connor <obj> Appeal,0.5975964069366455
243,Palestinian-American reporter Shireen Abu Aqla's family heavily criticised both the US Security Co-ordinator (USSC) for Israel and the Palestinian Authority's and The Israel Defense Forces (IDF)'s findings and Their call that the US carry out an independent FBI investigation into the killing of Palestinian-American reporter Shireen Abu Aqla.,<triplet> Palestinian-American reporter Shireen Abu Aqla's family <subj> both the US Security Co <obj> Disapprove,0.9412484765052795
244,"On Monday, Israel's Channel 14 TV and US website Axios the news that the US Department of Justice's had recently notified the Israeli justice ministry that FBI had opened the ""important step toward accountability.",<triplet> the US Department <subj> the Israeli justice ministry <obj> Consult,0.6844180226325989
245,"' ""And Games industry veteran Kirk Ewing, a friend of Rockstar founders Sam and Dan Houser phoned up Sam and Games industry veteran Kirk Ewing, a friend of Rockstar founders Sam and Dan Houser said 'Listen to this.",<triplet> Games industry veteran Kirk Ewing <subj> Sam <obj> Consult,0.8078311085700989
246,"Hydro-Quebec handles electricity generation, transmission and storage for Canada's, and exports power to parts of the US as well.",<triplet> Hydro-Quebec <subj> Canada <obj> Engage In Material Cooperation,0.6119254231452942
247,"The US and NATO countries would fully investigate before acting, Biden added.",<triplet> Biden <subj> NATO countries <obj> Engage In Material Cooperation,0.7221492528915405
248,"The Associated Press cited a senior US intelligence official as saying Russian missiles crossed into NATO member Poland, killing two.",<triplet> The Associated Press <subj> a senior US intelligence official <obj> Make Public Statement,0.9495195150375366
249,"com/PgzOPDqkf4— Alec Luhn (@ASLuhn) November 15, 2022 5:44pm: Ukrainian strikes kill two in Russian border region: governorThe governor of the Belgorod region of southern Russia said two people were killed and three wounded by shelling in a town near the border with Ukraine.",<triplet> Ukrainian strikes <subj> Russian border region <obj> Assault,0.6548987030982971
250,"Berlin is planning to train some 5,000 Ukrainian soldiers in Germany as part of an EU training mission by June, German Defence Minister Christine Lambrecht added.","<triplet> German Defence Minister Christine Lambrecht <subj> some 5,000 Ukrainian soldiers <obj> Engage In Material Cooperation",0.9054752588272095
251,Prime Minister Narendra Modi also complimented Indonesia for Indonesia's leadership of G20 in a challenging global environment.,<triplet> Prime Minister Narendra Modi <subj> Indonesia's leadership <obj> Engage In Diplomatic Cooperation,0.6632094979286194
252,"NATO should not make the mistake of underestimating Russia . . .  the Russians still control large parts of Ukraine . . .  What NATO should do is strengthen Ukraine's hand,"" NATO Secretary General Jens Stoltenberg added.",<triplet> NATO Secretary General Jens Stoltenberg <subj> Ukraine's hand <obj> Engage In Material Cooperation,0.5658475756645203
253,Indonesia's President Joko Widodo greeted Prime Minister Narendra Modi at Apurva Kempisnky Hotel in Bali.,<triplet> Indonesia's President Joko Widodo <subj> Prime Minister Narendra Modi <obj> Engage In Diplomatic Cooperation <subj> Apurva Kempisnky Hotel <obj> Engage In Diplomatic Cooperation,
254,"US allies hope US allies's argument about the need to up pressure on Vladimir Putin's finds favour with G20 nations that, while cautious about denouncing Russia, are deeply concerned about rising prices.",<triplet> US allies <subj> G20 nations <obj> Make Public Statement,0.8716461062431335
255,"So to that end, Ukrainian President Vladimir Zelensky suggest that our initiative on grain exports be expanded to Ukraine's other ports, particularly, to the ports of Nikolayev and Olvia in the Nikolayev Region,"" Ukrainian President Vladimir Zelensky said in a video address to participants at the G20 summit on Tuesday.",<triplet> Ukrainian President Vladimir Zelensky <subj> Ukraine's other ports <obj> Appeal,0.7886961102485657
256,"A second Australian survived until Sunday, when A second Australian's family said farewell as A second Australian succumbed to A second Australian's injuries.",<triplet> A second Australian <subj> A second Australian's injuries <obj> Yield,0.7545960545539856
257,"British-Egyptian pro-democracy activist Alaa Abdel Fattah started refusing water on 6 November to coincide with the start of the COP27 climate conference in Sharm el-Sheikh, hoping to pressure Egypt into at least allowing British consular officials to visit British-Egyptian pro-democracy activist Alaa Abdel Fattah.",<triplet> British consular officials <subj> British-Egyptian pro-democracy activist Alaa Abdel Fattah <obj> Consult,0.8151280283927917
258,Hungarian Foreign Minister Peter Szijjarto noted that the European Union sanctions had failed to reach EU sanctions's goal and were inflicting great damage on the European economy.,<triplet> Hungarian Foreign Minister Peter Szijjarto <subj> EU sanctions's goal <obj> Make Public Statement,0.6120256781578064
259,"Speaking from the capital Kyiv, Matilda Bogner said Matilda Bogner's teams are looking to travel to Kherson, a southern city that sits on the wide Dnipro River to try to verify allegations of nearly 80 cases of enforced disappearances and arbitrary detention it has turned up in the area and ""understand whether the scale is in fact larger than what the UN human rights office's have documented already. """,<triplet> Matilda Bogner <subj> Kherson <obj> Consult,0.9896069169044495
260,"Last month Fitch Ratings cut Argentina’s's credit grade one notch to CCC-, citing Argentina’s's dwindling debt-repayment capacity.",<triplet> Fitch Ratings <subj> Argentina’s's credit grade <obj> Reduce Relations,0.7102969288825989
261,"defence giant BAE Systems added that The spending would sustain 4,000 jobs across defence giant BAE Systems and the wider supply chain.",<triplet> defence giant BAE Systems <subj> defence giant BAE Systems <obj> Engage In Material Cooperation,0.6600790619850159
262,"""the order of five more City Class Type 26 frigates secures a critical UK industry and allows defence giant BAE Systems to build on defence giant BAE Systems's long history of shipbuilding as defence giant BAE Systems continue to deliver cutting-edge equipment to the Royal Navy into the next decade,"" said defence giant BAE Systems chief executive Charles Woodburn.",<triplet> defence giant BAE Systems <subj> defence giant BAE Systems's long history <obj> Provide Aid,0.6002767086029053
263,"From KYIV:, The head of the UN human rights office's monitoring mission in Ukraine, Matilda Bogner said The head of the UN human rights office's monitoring mission in Ukraine, Matilda Bogner's teams are looking to travel to Kherson to try to verify allegations of nearly 80 cases of enforced disappearances and arbitrary detention it has turned up in the area and “understand whether the scale is in fact larger than what her teams have documented already"".",<triplet> KYIV <subj> Kherson <obj> Consult,0.8287525177001953
264,"In Former US President Donald Trump's remarks, Former US President Donald Trump largely steered clear of rehashing Former US President Donald Trump's baseless claims that the 2020 election had been stolen from Former US President Donald Trump by mass voter fraud.",<triplet> Former US President Donald Trump <subj> Former US President Donald Trump's remarks <obj> Engage In Material Cooperation,0.7611305117607117
265,An active power line connecting Poland's with Ukraine is also nearby.,<triplet> Poland <subj> Ukraine <obj> Engage In Material Cooperation,0.9675713777542114
266,Donald Trump served Donald Trump's purpose while in the current administration.,<triplet> Donald Trump <subj> Donald Trump's purpose <obj> Engage In Material Cooperation,0.9814000129699707
267,"3:43pm: Ukrainian access to missile probe needs Polish, US approval, says PolandPolish President Andrzej Duda said both Poland's and US would have to agree to Ukraine's participation in the investigation into a missile that hit a Polish border village, killing two people.",<triplet> PolandPolish President Andrzej Duda <subj> Ukraine's participation <obj> Express Intend to Cooperate,0.5968422293663025
268,11:59am: Germany offers to aid Polish air patrols after rocket Germany said Wednesday Germany could send Germany's own warplanes to support patrols over Poland's following a deadly rocket strike in a village close to the border with Ukraine.,<triplet> Germany <subj> Germany's own warplanes <obj> Provide Aid,0.781023383140564
269,Erdogan said Erdogan would speak with Putin as soon as Erdogan returned to Turkey.,<triplet> Erdogan <subj> Putin <obj> Consult,0.739656388759613
270,"The conservative Freedom Caucus lawmakers, who typically align with The former president, are prepared to extract demanding concessions from AdvertisingRead moreMcCarthy before giving AdvertisingRead moreMcCarthy The conservative Freedom Caucus lawmakers, who typically align with Trump,'s backing.",<triplet> moreMcCarthy <subj> AdvertisingRead moreMcCarthy <obj> Coerce,0.7696129083633423
271,"Nancy Pelosi could very well join the new Congress in January, declining to run for leadership, having won reelection for another two-year term representing San Francisco.",<triplet> Nancy Pelosi <subj> the new Congress <obj> Consult,0.6234754920005798
272,"U. S.  lawmakers criticize TicketmasterA Democratic U. S.  lawmaker criticized the Ticketmaster website, calling the Ticketmaster website an 'unchecked monopoly' with 'completely unacceptable' wait times and fees.",<triplet> Democratic U. S.  lawmaker <subj> the Ticketmaster website <obj> Disapprove,0.9929746389389038
273,"Spacey, who has addresses in London's and the U. S. , was granted bail and allowed to return to the U. S. after a preliminary hearing in June.",<triplet> the U. S. <subj> Spacey <obj> Consult,0.8180809020996094
274,"And will the U. S.  pass budgets that avert economic crises over the debt ceiling, and government shutdowns?Some Democrats want to rush such funding — for Ukraine, for a debt-ceiling extension and for COVID care — through Congress in the coming weeks while they're still in charge.",<triplet> the U. S. <subj> Congress <obj> Consult,0.8463271856307983
275,"Abu Yusuf — who asked for his real name not to be used as he plans to return to the World Cup host next month returned last month to the central Bangladesh town of Sadarpur, where Abu Yusuf — who asked for his real name not to be used as he plans to return to the World Cup host next month was raised by a single mother in extreme poverty.",<triplet> Abu Yusuf <subj> the central Bangladesh town <obj> Consult,0.7448527812957764
276,"ISTANBUL: An ISTANBUL court Wednesday sentenced a Muslim televangelist who surrounded a Muslim televangelist who surrounded himself with scantily clad women he called ""kittens"" with scantily clad women a Muslim televangelist who surrounded himself with scantily clad women he called ""kittens"" called ""kittens"" to 8,658 years in prison in a retrial, local media reported.",<triplet> An ISTANBUL court <subj> a Muslim televangelist <obj> Coerce,0.6313944458961487
277,"During a retrial, An Istanbul court sentenced a Muslim televangelist who surrounded himself with scantily clad women he called ""kittens"" to 8,658 years in prison on several charges including sexual abuse and depriving someone of their liberty, the Anadolu news agency reported.",<triplet> An Istanbul court <subj> a Muslim televangelist <obj> Coerce,0.7694181799888611
278,"Ivanka Trump, the eldest daughter of former President Donald Trump, and Ivanka Trump's husband, Jared Kushner, played a major role in both of her father's previous campaigns and went on to serve as White House advisers.",<triplet> Ivanka Trump <subj> White House advisers <obj> Engage In Material Cooperation,0.551479697227478
279,This has enraged Trump who has indicated Donald Trump will bring a wrecking ball to the GOP if Donald Trump is challenged.,<triplet> Donald Trump <subj> the GOP <obj> Consult,0.9083641767501831
280,"And in the east, a Ukrainian offensive launched in September has seen Kyiv's's forces advance into Donestsk and Luhansk.",<triplet> Kyiv's's forces <subj> Donestsk <obj> Fight,0.9105535745620728
281,"But while a 23-year-old Zambian student who had been recruited to fight for Russia in Ukraine was serving a 23-year-old Zambian student who had been recruited to fight for Russia in Ukraine's term at a medium security prison a 23-year-old Zambian student who had been recruited to fight for Russia in Ukraine was recruited, a 23-year-old Zambian student who had been recruited to fight for Russia in Ukraine's family believe, by the Wagner Group, a Russian mercenary group that has been conscripting prisoners to fight for Russia in Ukraine in exchange for prisoners's freedom.",<triplet> a 23-year-old Zambian student <subj> a 23-year-old Zambian student <obj> Engage In Material Cooperation,0.5581551194190979
282,"Biden congratulated top House Republican Kevin McCarthy ""on Republicans winning the House majority"" and added that Biden was ""ready to work with House Republicans to deliver results for working families. """,<triplet> Biden <subj> top House Republican Kevin McCarthy <obj> Engage In Diplomatic Cooperation,0.863338053226471
283,Russian Foreign Minister Sergei Lavrov on Tuesday repeated President Vladimir Putin's line that NATO's expansion had threatened Russia.,<triplet> NATO's expansion <subj> Russia <obj> Threaten,0.8803014159202576
284,Warsaw has ascertained that most likely a missile was fired by the Ukrainian air defenses.,<triplet> Warsaw <subj> the Ukrainian air defenses <obj> Investigate,0.856928288936615
285,"President Joe Biden's congratulated House Republican leader Kevin McCarthy's, saying in a statement President Joe Biden's is ""ready to work with House Republican to deliver results for working families. """,<triplet> President Joe Biden <subj> House Republican leader Kevin McCarthy <obj> Engage In Diplomatic Cooperation,0.9123140573501587
286,Read more. . . Stories that caught our eye: November 18 to 25 Lionel Messi almost got on the board with a signature free kick that just cleared the bar but Argentina did not need to wait long for another goal as Ángel di María connected with an Alexis Mac Allister pass and dribbled Ángel di María's way past the entire UAE ' defence to make it 3-0 for Argentina inside 36 minutes.,<triplet> Ángel di María <subj> an Alexis Mac Allister pass <obj> Engage In Material Cooperation,0.9816470742225647
287,Argentina will now fly to Doha where Argentina kick off Argentina's World Cup campaign against Saudi Arabia on November 22 at Lusail Stadium.,<triplet> Argentina <subj> Argentina's World Cup campaign <obj> Consult <subj> Lusail Stadium <obj> Consult,
288,"On Tuesday night, Fox News cut away during Donald Trump's announcement of Donald Trump's new White House campaign.",<triplet> Fox News <subj> Donald Trump's announcement <obj> Reduce Relations,0.890174925327301
289,US President Joe Biden on Wednesday congratulated Republicans on winning the majority in the House of Representatives in the midterm elections.,<triplet> US President Joe Biden <subj> Republicans <obj> Engage In Diplomatic Cooperation,0.632550835609436
290,"Rupert Murdoch's Fox News cut off Rupert Murdoch's Fox News's live coverage of Trump's mid-speech and Rupert Murdoch's's tabloid, the New York Post, carried a mocking headline on the conservative billionaire's tabloid, the New York Post,'s front page: ""Florida Man Makes Announcement.  """,<triplet> Rupert Murdoch's Fox News <subj> Rupert Murdoch's Fox News's live coverage <obj> Reduce Relations,0.8441380262374878
291,"Tensions between Beijing and the United States put Canada in an ""especially awkward position"", Van Jackson, senior lecturer in international relations at Victoria University of Wellington, New Zealand said, adding that Ottawa's ""embeddedness in the network of Anglo-Saxon, intelligence-sharing democracies all but ensures Ottawa will draw Beijing's ire more and more as time passes"".",<triplet> Ottawa <subj> Beijing's ire <obj> Engage In Material Cooperation,0.5696081519126892
292,The Russian Foreign Ministry said later that Russian Deputy Foreign Minister Sergey Vershinin notified the EU Ambassador to Moscow at a recent meeting of the need to fully comply with the terms of The agreement on the export of Ukrainian grain.,<triplet> Russian Deputy Foreign Minister Sergey Vershinin <subj> the EU Ambassador <obj> Consult,0.7523823976516724
293,"So Xi Jinping's threatening rebuke of Justin Trudeau does suggest that Xi Jinping's has a degree of disdain for Justin Trudeau and does not see Canada as an important partner,"" said Charles Burton, senior fellow with the Macdonald-Laurier Institute and a former diplomat to China.",<triplet> Xi Jinping's threatening rebuke <subj> Canada <obj> Appeal,0.753458559513092
294,WATCH | Xi Jinping's accuses Justin Trudeau of leaking discussion to media: Xi Jinping's accuses Justin Trudeau of leaking discussion to the media10 days agoDuration 0:54Chinese President Xi Jinping reprimanded Justin Trudeau for leaking the details of a discussion between the leaders to the press.,<triplet> President Xi Jinping <subj> Justin Trudeau <obj> Disapprove,0.8638470768928528
295,"WATCH | The At Issue panel discusses Canada's Indo-Pacific strategy: Canada's strategy for Indo-Pacific relations | At Issue15 days agoDuration 17:57Foreign Affairs Minister Mélanie Joly hints at Canada's new strategy for Indo-Pacific relations, including addressing the tensions between China, Canada and the rest of the world.",<triplet> Affairs Minister Mélanie Joly <subj> Canada's new strategy <obj> Appeal,0.7925474047660828
296,"Billboards bearing Russian propaganda slogans, describing Kherson's ""centuries with Russia"" or advertising the illegitimate referendum that saw Moscow officially annex Kherson in late September are still widespread.",<triplet> Moscow <subj> Kherson <obj> Coerce,0.9429217576980591
